kind,file,line,routine,phase,call,variables,mpi_op,datatype,order_dependent,feeds,physics_or_output_only,feeds_src,per_process_presum,notes
mpi_collective,pres.f90,646,TUNNEL_POISSON_SOLVER,runtime,MPI_GATHERV,TP_CC,gather,MPI_DOUBLE_PRECISION,no (gather; any later serial reduction is listed separately),"tunnel preconditioner tridiagonal system (gathered, solved serially)",physics,pres.f90:633-647,pres.f90:550; pres.f90:551; pres.f90:552; pres.f90:553; pres.f90:611; pres.f90:614; pres.f90:621; pres.f90:624, | gather only
mpi_collective,pres.f90,647,TUNNEL_POISSON_SOLVER,runtime,MPI_GATHERV,TP_DD,gather,MPI_DOUBLE_PRECISION,no (gather; any later serial reduction is listed separately),"tunnel preconditioner tridiagonal system (gathered, solved serially)",physics,pres.f90:633-647,pres.f90:612; pres.f90:615; pres.f90:622; pres.f90:625, | gather only
mpi_collective,pres.f90,3396,GLMAT_SOLVER,runtime,MPI_ALLREDUCE,SUM_FH,SUM,MPI_DOUBLE_PRECISION,yes,GLMAT: mean of the RHS removed per pressure zone (compatibility condition),physics,pres.f90:3405-3408,pres.f90:3382; pres.f90:3383; pres.f90:3392; pres.f90:3393,guard: N_MPI_PROCESSES>1
mpi_collective,pres.f90,3403,GLMAT_SOLVER,runtime,MPI_ALLREDUCE,SUM_FH,SUM,MPI_DOUBLE_PRECISION,yes,GLMAT: mean of the RHS removed per pressure zone (compatibility condition),physics,pres.f90:3405-3408,"pres.f90:3402 (SUM(ZSL%F_H(1:NUNKH_LOCAL)), intrinsic; order compiler-defined)",guard: N_MPI_PROCESSES>1
mpi_collective,pres.f90,3414,GLMAT_SOLVER,runtime,MPI_GATHERV,ZSL%F_H,gather,MPI_DOUBLE_PRECISION,no (gather; any later serial reduction is listed separately),GLMAT RHS gathered for the direct solver,physics,pres.f90:3414-3417,pres.f90:3400; pres.f90:3406, | gather only
mpi_collective,pres.f90,3417,GLMAT_SOLVER,runtime,MPI_GATHERV,ZSL%F_H,gather,MPI_DOUBLE_PRECISION,no (gather; any later serial reduction is listed separately),GLMAT RHS gathered for the direct solver,physics,pres.f90:3414-3417,pres.f90:3400; pres.f90:3406, | gather only
mpi_collective,pres.f90,3546,GLMAT_SOLVER,runtime,MPI_ALLREDUCE,SUM_GAUGE,SUM,MPI_DOUBLE_PRECISION,yes,GLMAT: pressure gauge shift of H (mass-weighted),physics,pres.f90:3547-3548,pres.f90:3509; pres.f90:3510; pres.f90:3527; pres.f90:3528; pres.f90:3540; pres.f90:3541,guard: N_MPI_PROCESSES>1
mpi_collective,pres.f90,3554,GLMAT_SOLVER,runtime,MPI_ALLREDUCE,SUM_XH,SUM,MPI_DOUBLE_PRECISION,yes,GLMAT: zero-mean shift of H when no physical gauge,physics,pres.f90:3555-3557,pres.f90:3553 (SUM(ZSL%X_H(1:NUNKH_LOCAL))),guard: N_MPI_PROCESSES>1
mpi_collective,pres.f90,3950,CHECK_UNSUPPORTED_MESH,runtime+setup,MPI_ALLREDUCE,MESH_GRAPH,SUM,MPI_INTEGER,no (integer SUM is exact),control flag / integer bookkeeping (MESH_GRAPH),bookkeeping,pres.f90:3950,,guard: N_MPI_PROCESSES > 1
mpi_collective,pres.f90,4028,CHECK_UNSUPPORTED_MESH,runtime+setup,MPI_ALLREDUCE,DIRI_SET,SUM,MPI_INTEGER,no (integer SUM is exact),control flag / integer bookkeeping (DIRI_SET),bookkeeping,pres.f90:4028,,guard: N_MPI_PROCESSES>1
mpi_collective,pres.f90,4479,GET_H_MATRIX_LUDCMP,runtime+setup,MPI_ALLREDUCE,ZSL%NUNKH_LOC_RS,SUM,MPI_INTEGER,no (integer SUM is exact),control flag / integer bookkeeping (ZSL%NUNKH_LOC_RS),bookkeeping,pres.f90:4479,,
mpi_collective,pres.f90,4480,GET_H_MATRIX_LUDCMP,runtime+setup,MPI_ALLREDUCE,ZSL%UNKH_IND_RS,SUM,MPI_INTEGER,no (integer SUM is exact),control flag / integer bookkeeping (ZSL%UNKH_IND_RS),bookkeeping,pres.f90:4480,,
mpi_collective,pres.f90,4511,GET_H_MATRIX_LUDCMP,runtime+setup,MPI_GATHERV,NNZ_ROW_H_RS,gather,MPI_INTEGER,no (gather; any later serial reduction is listed separately),ULMAT/LU matrix gathered to the RS root,physics,pres.f90:4511-4572,, | gather only
mpi_collective,pres.f90,4570,GET_H_MATRIX_LUDCMP,runtime+setup,MPI_GATHERV,JD_1D_RS,gather,MPI_INTEGER,no (gather; any later serial reduction is listed separately),ULMAT/LU matrix gathered to the RS root,physics,pres.f90:4511-4572,, | gather only
mpi_collective,pres.f90,4572,GET_H_MATRIX_LUDCMP,runtime+setup,MPI_GATHERV,D_1D_RS,gather,MPI_DOUBLE_PRECISION,no (gather; any later serial reduction is listed separately),ULMAT/LU matrix gathered to the RS root,physics,pres.f90:4511-4572,, | gather only
mpi_collective,pres.f90,4689,GET_H_MATRIX_LUDCMP,runtime+setup,MPI_ALLREDUCE,MB_FACTOR,SUM,MPI_INTEGER,no (integer SUM is exact),control flag / integer bookkeeping (MB_FACTOR),bookkeeping,pres.f90:4689,,guard: N_MPI_PROCESSES > 1
mpi_collective,pres.f90,5003,GET_BCS_H_MATRIX,runtime+setup,MPI_ALLREDUCE,H_MAT_IVEC,SUM,MPI_INTEGER,no (integer SUM is exact),control flag / integer bookkeeping (H_MAT_IVEC),bookkeeping,pres.f90:5003,pres.f90:4997,guard: N_MPI_PROCESSES > 1
mpi_collective,pres.f90,5769,GET_MATRIX_INDEXES_H,runtime+setup,MPI_ALLREDUCE,NUNKH_TOT,SUM,MPI_INTEGER,no (integer SUM is exact),control flag / integer bookkeeping (NUNKH_TOT),bookkeeping,pres.f90:5769,,guard: N_MPI_PROCESSES>1
mpi_collective,radi.f90,3424,CHECK_FOR_MIRROR_BOUNDARY,setup,MPI_ALLREDUCE,HAS_MIRROR_BOUNDARY,LOR,MPI_LOGICAL,no,control flag / integer bookkeeping (HAS_MIRROR_BOUNDARY),bookkeeping,radi.f90:3424,,
mpi_collective,read.f90,200,READ_DATA::CHECK_STOP_STATUS,setup,MPI_ALLREDUCE,STOP_STATUS,MAX,MPI_INTEGER,no,control flag / integer bookkeeping (STOP_STATUS),bookkeeping,read.f90:200,,guard: N_MPI_PROCESSES>1
mpi_collective,turb.f90,1889,SYNTHETIC_TURBULENCE,runtime,MPI_ALLREDUCE,VENT_MEAN_SUM,SUM,MPI_DOUBLE_PRECISION,yes,Synthetic eddy method: mean inflow velocity per vent,physics,turb.f90:1898-1899,turb.f90:1877; turb.f90:1880; turb.f90:1883,
mpi_collective,turb.f90,1890,SYNTHETIC_TURBULENCE,runtime,MPI_ALLREDUCE,VENT_MEAN_CNT,SUM,MPI_DOUBLE_PRECISION,yes,Synthetic eddy method: mean inflow velocity per vent,physics,turb.f90:1898-1899,turb.f90:1878; turb.f90:1881; turb.f90:1884,
per_process_presum,divg.f90,739,DIVERGENCE_PART_1,runtime+setup,assign_sum,DSUM,SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise) and the divergence zone correction,physics,"divg.f90:1519-1520, 1535-1537",,"DO K=1,KBAR (L730) / DO J=1,JBAR (L731) / DO I=1,IBAR (L733)"
per_process_presum,divg.f90,745,DIVERGENCE::DIVERGENCE_PART_1,runtime,curated,"PSUM (via ADD_CUTCELL_PSUM dummy PSUM_CV, ccib.f90:739)",SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise),physics,divg.f90:1519,,"cut-cell contribution, accumulated through an INTENT(INOUT) dummy"
per_process_presum,divg.f90,747,DIVERGENCE::DIVERGENCE_PART_1,runtime,curated,"PSUM (via ADD_LINKEDCELL_PSUM dummy PSUM_CV, ccib.f90:719)",SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise),physics,divg.f90:1519,,"linked-cell contribution, accumulated through an INTENT(INOUT) dummy"
per_process_presum,divg.f90,750,DIVERGENCE_PART_1,runtime+setup,assign_sum,PSUM,SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise) and the divergence zone correction,physics,"divg.f90:1519-1520, 1535-1537",,"DO K=1,KBAR (L730) / DO J=1,JBAR (L731) / DO I=1,IBAR (L733)"
per_process_presum,divg.f90,765,DIVERGENCE_PART_1,runtime+setup,assign_sum,USUM,SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise) and the divergence zone correction,physics,"divg.f90:1519-1520, 1535-1537",,"DO IW=1,N_EXTERNAL_WALL_CELLS+N_INTERNAL_WALL_CELLS (L757)"
per_process_presum,divg.f90,766,DIVERGENCE_PART_1,runtime+setup,assign_sum,USUM,SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise) and the divergence zone correction,physics,"divg.f90:1519-1520, 1535-1537",,"DO IW=1,N_EXTERNAL_WALL_CELLS+N_INTERNAL_WALL_CELLS (L757)"
per_process_presum,divg.f90,776,DIVERGENCE_PART_1,runtime+setup,assign_sum,USUM,SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise) and the divergence zone correction,physics,"divg.f90:1519-1520, 1535-1537",,"DO ICF=INTERNAL_CFACE_CELLS_LB+1,INTERNAL_CFACE_CELLS_LB+N_INTERNAL_CFACE_CELLS (L770)"
per_process_presum,divg.f90,777,DIVERGENCE_PART_1,runtime+setup,assign_sum,USUM,SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise) and the divergence zone correction,physics,"divg.f90:1519-1520, 1535-1537",,"DO ICF=INTERNAL_CFACE_CELLS_LB+1,INTERNAL_CFACE_CELLS_LB+N_INTERNAL_CFACE_CELLS (L770)"
per_process_presum,divg.f90,1506,DIVERGENCE_PART_2,runtime,assign_sum,USUM,SUM (serial),REAL,yes,D_PBAR_DT (zone background-pressure rise) and the divergence zone correction,physics,"divg.f90:1519-1520, 1535-1537",,"DO IPZ=1,N_ZONE (L1505)"
serial_loop_all_meshes,dump.f90,2078,WRITE_SMOKEVIEW_FILE,setup,assign_min,XMIN,MIN (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,2*NMESHES (L2066) / DO N=1,2*NMESHES (L2070)"
serial_loop_all_meshes,dump.f90,2079,WRITE_SMOKEVIEW_FILE,setup,assign_min,YMIN,MIN (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,2*NMESHES (L2066) / DO N=1,2*NMESHES (L2070)"
serial_loop_all_meshes,dump.f90,2080,WRITE_SMOKEVIEW_FILE,setup,assign_min,ZMIN,MIN (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,2*NMESHES (L2066) / DO N=1,2*NMESHES (L2070)"
serial_loop_all_meshes,dump.f90,4389,WRITE_DIAGNOSTICS,runtime+setup,assign_max,MAX_CFL,MAX (serial),REAL,no,diagnostics in CHID.out,output_only,dump.f90:4389-4394,,"DO NM=1,NMESHES (L4386)"
serial_loop_all_meshes,dump.f90,4394,WRITE_DIAGNOSTICS,runtime+setup,assign_max,MAX_VN,MAX (serial),REAL,no,diagnostics in CHID.out,output_only,dump.f90:4389-4394,,"DO NM=1,NMESHES (L4386)"
per_process_presum,dump.f90,11670,UPDATE_HRR,runtime+setup,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO K=1,KBAR (L11656) / DO J=1,JBAR (L11657) / DO I=1,IBAR (L11658)"
per_process_presum,dump.f90,11671,UPDATE_HRR,runtime+setup,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO K=1,KBAR (L11656) / DO J=1,JBAR (L11657) / DO I=1,IBAR (L11658)"
per_process_presum,dump.f90,11672,UPDATE_HRR,runtime+setup,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO K=1,KBAR (L11656) / DO J=1,JBAR (L11657) / DO I=1,IBAR (L11658)"
per_process_presum,dump.f90,11680,DUMP::UPDATE_HRR,runtime,curated,"Q_DOT(1,3,7), ENTHALPY_SUM(NM) (via ADD_Q_DOT_CUTCELLS dummies)",SUM (serial),REAL,yes,HRR file integrals,output_only,main.f90:4602-4607,,cut-cell contribution through dummies
per_process_presum,dump.f90,11683,UPDATE_HRR,runtime+setup,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,called once per own mesh
per_process_presum,dump.f90,11797,UPDATE_HRR,runtime+setup,assign_sum,M_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO IW=1,N_EXTERNAL_WALL_CELLS+N_INTERNAL_WALL_CELLS (L11788) / DO N=1,N_TRACKED_SPECIES (L11796)"
per_process_presum,dump.f90,11810,UPDATE_HRR,runtime+setup,assign_sum,M_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO ICF=INTERNAL_CFACE_CELLS_LB+1,INTERNAL_CFACE_CELLS_LB+N_INTERNAL_CFACE_CELLS (L11801) / DO N=1,N_TRACKED_SPECIES (L11"
per_process_presum,dump.f90,11819,UPDATE_HRR,runtime+setup,assign_sum,Q_DOT_SUM,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,called once per own mesh
per_process_presum,dump.f90,11820,UPDATE_HRR,runtime+setup,assign_sum,M_DOT_SUM,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,called once per own mesh
per_process_presum,dump.f90,11920,UPDATE_MASS,runtime+setup,assign_sum,MASS_DT,SUM (serial),REAL,yes,mass file integrals,output_only,main.f90:4638-4641,,called once per own mesh
serial_loop_all_meshes,geom.f90,1416,READ_GEOM,setup,assign_min,XLOW,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1415) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1417,READ_GEOM,setup,assign_max,XHI,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1415) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1418,READ_GEOM,setup,assign_min,YLOW,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1415) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1419,READ_GEOM,setup,assign_max,YHI,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1415) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1431,READ_GEOM,setup,assign_min,ZMIN2,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1430) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1769,READ_GEOM,setup,assign_min,XLOW,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1768) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1770,READ_GEOM,setup,assign_max,XHI,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1768) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1771,READ_GEOM,setup,assign_min,YLOW,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1768) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1772,READ_GEOM,setup,assign_max,YHI,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1768) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1786,READ_GEOM,setup,assign_max,DELTZ,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1785) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,1787,READ_GEOM,setup,assign_min,ZMIN2,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,N_GEOMETRY (L1198) / DO NM=1,NMESHES (L1785) | MIN/MAX of exact inputs"
per_process_presum,geom.f90,12306,GET_EXT_INB_CUTFACES_TO_CFACE,setup,assign_sum,FDS_AREA_GEOM,SUM (serial),REAL,yes,GEOM VOLUME_FLOW normal velocity U_NORMAL_0 (setup),physics,geom.f90:6706,,"DO NM=LOWER_MESH_INDEX,UPPER_MESH_INDEX (L12300) / DO CFACE_INDEX_LOCAL=INTERNAL_CFACE_CELLS_LB+1,INTERNAL_CFACE_CELLS_L"
serial_loop_all_meshes,geom.f90,15568,GET_GEOM_TRIBIN,setup,assign_min,MINMAX_MESHES,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO NM=LOWER_MESH_INDEX,UPPER_MESH_INDEX (L15551) / DO NOM=1,NMESHES (L15563) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,15569,GET_GEOM_TRIBIN,setup,assign_max,MINMAX_MESHES,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO NM=LOWER_MESH_INDEX,UPPER_MESH_INDEX (L15551) / DO NOM=1,NMESHES (L15563) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,15571,GET_GEOM_TRIBIN,setup,assign_min,MINMAX_MESHES,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO NM=LOWER_MESH_INDEX,UPPER_MESH_INDEX (L15551) / DO NOM=1,NMESHES (L15563) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,15572,GET_GEOM_TRIBIN,setup,assign_max,MINMAX_MESHES,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO NM=LOWER_MESH_INDEX,UPPER_MESH_INDEX (L15551) / DO NOM=1,NMESHES (L15563) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,15574,GET_GEOM_TRIBIN,setup,assign_min,MINMAX_MESHES,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO NM=LOWER_MESH_INDEX,UPPER_MESH_INDEX (L15551) / DO NOM=1,NMESHES (L15563) | MIN/MAX of exact inputs"
serial_loop_all_meshes,geom.f90,15575,GET_GEOM_TRIBIN,setup,assign_max,MINMAX_MESHES,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO NM=LOWER_MESH_INDEX,UPPER_MESH_INDEX (L15551) / DO NOM=1,NMESHES (L15563) | MIN/MAX of exact inputs"
per_process_presum,hvac.f90,2415,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_AREA,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2416,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_RHO,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2418,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_ZZ,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2420,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_TMP,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2421,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_H,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2425,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_X,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2426,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Y,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2427,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2429,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_X,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2430,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Y,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2431,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2433,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_X,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2434,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Y,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2435,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2437,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_X,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2438,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Y,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2439,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2441,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_X,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2442,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Y,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2443,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
